RBD,Nombre_Colegio,Total_Alumnos,Total_Docentes,Ratio_Alumnos_Docente,Promedio_Notas,Anio
11789,ESCUELA BASICA PART.BROTHERS SCHOOL,639,27.0,23.7,5.64,2012
9558,ESCUELA PARTICULAR ROCIO DE LOS ANGELES,567,24.0,23.6,5.63,2012
24789,COLEGIO MONTEVERDE ANEXO,754,32.0,23.6,5.18,2012
25062,ESC. ANTONIO BROQUEZ S. ANEXO ESC. 993,283,12.0,23.6,5.19,2012
4672,LICEO TECN. PROFESIONAL JORGE SANCHEZ U.,1246,53.0,23.5,5.53,2012
9907,COLEGIO POLIVALENTE CAMILO HENRIQUEZ,728,31.0,23.5,5.75,2012
2958,ESCUELA JOSE ABELARDO NUNEZ,587,25.0,23.5,5.59,2012
5010,ESCUELA METODISTA,588,25.0,23.5,6.0,2012
24892,COLEGIO POLIVALENTE ARAUCARIA,1032,44.0,23.5,5.44,2012
22634,INSTITUTO PRINCIPE DE ASTURIAS,517,22.0,23.5,5.82,2012
17602,CENTRO DE ED  INTEGRAL DIEGO PORTALES,94,4.0,23.5,4.53,2012
24238,CENTRO DE ESTUDIOS PATAGONIA LTDA,259,11.0,23.5,5.84,2012
2949,ESCUELA BASICA,868,37.0,23.5,5.76,2012
25304,COLEGIO PAUL HARRIS SCHOOL,941,40.0,23.5,5.37,2012
3434,LICEO GUILLERMO MARIN LARRAIN,796,34.0,23.4,5.28,2012
8109,LICEO EL PILAR,818,35.0,23.4,5.34,2012
24623,ESCUELA JORGE ALESSANDRI RODRIGUEZ ANEXO,1687,72.0,23.4,5.35,2012
8703,ESC. PARTICULAR MARYLAND COLLEGE,539,23.0,23.4,5.79,2012
25613,COLEGIO PEDRO APOSTOL,1030,44.0,23.4,5.54,2012
9781,CENTRO POLITECNICO PARTICULAR SAN RAMON,1968,84.0,23.4,4.9,2012
766,COLEGIO SANTA MARIA EUFRASIA,1496,64.0,23.4,5.86,2012
15614,ESCUELA EL NARANJAL,844,36.0,23.4,5.62,2012
8636,LICEO LEONARDO MURIALDO,1568,67.0,23.4,5.87,2012
9074,LICEO JOSE TORIBIO MEDINA,1027,44.0,23.3,5.28,2012
10415,ESCUELA PARTICULAR DESIREE,1094,47.0,23.3,5.95,2012
255,COLEGIO  EJERCITO DE SALVACION,885,38.0,23.3,5.55,2012
25733,ESCUELA PART. SANTA TERESA DE QUILICURA,1119,48.0,23.3,5.65,2012
12686,LICEO ACADEMIA NACIONAL,1003,43.0,23.3,5.6,2012
8507,LICEO COMERCIAL JOAQUIN VERA MORALES,1274,55.0,23.2,5.25,2012
17918,SAINT GEORGE SCHOOL,927,40.0,23.2,5.61,2012
6836,COLEGIO ALONSO DE ERCILLA,441,19.0,23.2,5.97,2012
13427,COLEGIO LOS CONQUISTADORES,649,28.0,23.2,5.61,2012
2973,LICEO ABATE MOLINA,2015,87.0,23.2,6.03,2012
9527,ESCUELA PARTICULAR ECOLE NOEL,441,19.0,23.2,5.62,2012
10036,ESCUELA PARTICULAR PDTE. ABRAHAM LINCOLN,440,19.0,23.2,6.04,2012
11103,COLEGIO LOS CARRERA,603,26.0,23.2,5.61,2012
12750,LICEO DE ADULTOS JUNIOR COLLEGE,325,14.0,23.2,5.01,2012
9317,INSTITUTO LA SALLE,1021,44.0,23.2,5.73,2012
9917,COLEGIO POLIVALENTE PATRICIO MEKIS,1645,71.0,23.2,5.22,2012
9922,ESCUELA PARTICULAR HOLANDA,696,30.0,23.2,5.89,2012
25396,CENTRO POLITECNICO PARTICULAR CONCHALI,1409,61.0,23.1,5.25,2012
1195,LICEO COMERCIAL DE LOS ANDES,808,35.0,23.1,5.38,2012
8502,LICEO COMERCIAL LUIS CORREA PRIETO,578,25.0,23.1,5.3,2012
11286,LICEO HERIBERTO SOTO SOTO,786,34.0,23.1,4.97,2012
3169,ESCUELA CERRO ALTO JOSE OPAZO DIAZ,925,40.0,23.1,5.64,2012
17607,COLEGIO INGLES BRITISH ROYAL SCHOOL,1198,52.0,23.0,5.78,2012
8706,ESCUELA SAN BENILDO,345,15.0,23.0,5.78,2012
8811,LICEO PROFESIONAL ABDON CIFUENTES,1194,52.0,23.0,5.31,2012
12008,ESCUELA PARTICULAR AMERICO VESPUCIO,736,32.0,23.0,5.89,2012
22245,ESCUELA PARTICULAR NUEVO MILENIO,23,1.0,23.0,5.93,2012
2166,INSTITUTO REGIONAL DE EDUCACION,944,41.0,23.0,5.81,2012
5964,ESC. BASICA SAN CAMILO,23,1.0,23.0,6.26,2012
12970,NORTH COLLEGE,1012,44.0,23.0,5.69,2012
25895,COLEGIO SANTIAGO DE PUDAHUEL,966,42.0,23.0,5.55,2012
12192,INSTITUTO DEL MAR CAPITAN WILLIAMS,1033,45.0,23.0,5.43,2012
482,ESCUELA FORTUNATO SOZA RODRIGUEZ,23,1.0,23.0,6.36,2012
6343,ESCUELA PARTICULAR COLLICO,23,1.0,23.0,5.68,2012
5040,ESCUELA VILLARRICA,23,1.0,23.0,5.39,2012
5823,LICEO H-C JORGE TEILLIER SANDOVAL,967,42.0,23.0,5.45,2012
7124,ESCUELA PARTICULAR PASCUAL ALLCAPANG,23,1.0,23.0,5.8,2012
7480,ESCUELA DE CARRIL,23,1.0,23.0,5.88,2012
25121,COLEGIO SAN ANTONIO DE COLINA,1146,50.0,22.9,5.72,2012
26381,COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO,871,38.0,22.9,5.57,2012
26054,COLEGIO DE ADULTOS INSTITUTO ROGERIANO,183,8.0,22.9,4.64,2012
2580,LICEO MARIA AUXILIADORA,870,38.0,22.9,5.92,2012
13592,LICEO TECNICO PROF. ADULTOS CORESOL DE LA SER,413,18.0,22.9,5.18,2012
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,619,27.0,22.9,5.47,2012
52,LICEO DOMINGO SANTA MARIA,3480,152.0,22.9,5.76,2012
479,LICEO SAN FRANCISCO,800,35.0,22.9,5.86,2012
10083,ESCUELA PRESIDENTE ROOSEVELT,546,24.0,22.8,5.59,2012
1858,COLEGIO DON ORIONE,1117,49.0,22.8,5.66,2012
8503,INST.SUP.DE COMERCIO EDUARDO FREI M.,1298,57.0,22.8,5.05,2012
10482,COLEGIO ARTURO PRAT,570,25.0,22.8,5.25,2012
22188,CENTRO EDUCACION ADULTOS ANDRES BELLO,114,5.0,22.8,4.67,2012
10831,COLEGIO PARTICULAR MELIPILLA,1437,63.0,22.8,5.81,2012
14359,COLEGIO LOS REYES,1252,55.0,22.8,5.99,2012
26538,COLEGIO TERRAUSTRAL OESTE S.A,2607,115.0,22.7,5.53,2012
10052,LICEO POLITECNICO SAN FRANCISCO SOLANO,499,22.0,22.7,5.05,2012
2935,LICEO MARTA DONOSO ESPEJO,1203,53.0,22.7,5.48,2012
9957,LICEO INDUSTRIAL ALBERTO WIDMER,908,40.0,22.7,5.47,2012
256,INSTITUTO OBISPO SILVA LEZAETA,1611,71.0,22.7,5.65,2012
12747,COLEGIO RUPANIC SCHOOL,773,34.0,22.7,5.68,2012
14210,COLEGIO BECARB II,1066,47.0,22.7,5.68,2012
26436,COLEGIO TERRAUSTRAL DEL SOL,2815,124.0,22.7,5.48,2012
25114,ESC. BASICA PART.IBEROAMERICANO,953,42.0,22.7,5.53,2012
25218,EXTREMADURA DE PUENTE ALTO,932,41.0,22.7,5.71,2012
7631,ESCUELA NÂ°2 REPUBLICA ARGENTINA,613,27.0,22.7,5.76,2012
9281,LICEO BENJAMIN VICUNA MACKENNA,1114,49.0,22.7,5.3,2012
1443,LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO,887,39.0,22.7,5.13,2012
31074,LICEO BICENTENARIO DE NIÃAS DE MAIPU,361,16.0,22.6,5.55,2012
10164,ESCUELA PARTICULAR SAN FRANCISCO JAVIER,634,28.0,22.6,5.82,2012
3006,CENTRO EDUCATIVO SALESIANOS TALCA,1782,79.0,22.6,5.6,2012
4818,COL. PARTICULAR FUNNY SCHOOL,384,17.0,22.6,5.46,2012
12567,COLEGIO SAN ANTONIO DE MATILLA,1629,72.0,22.6,5.86,2012
10474,ESCUELA LUIS MATTE LARRAIN,1311,58.0,22.6,5.63,2012
16556,COLEGIO CORDILLERA,315,14.0,22.5,5.71,2012
26001,COLEGIO ALICANTE DE LA FLORIDA,1374,61.0,22.5,5.8,2012
344,COLEGIO SANTA EMILIA,898,40.0,22.5,5.83,2012
11923,INSTITUTO COMERCIAL SAN PABLO,921,41.0,22.5,5.29,2012
8625,CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU,877,39.0,22.5,5.13,2012
20258,LICEO CUMBRES DE LABRANZA,921,41.0,22.5,5.52,2012
229,ESCUELA REPUBLICA DE CHILE,653,29.0,22.5,5.88,2012
13415,LICEO DE ADULTOS MAX PLANCK,337,15.0,22.5,4.98,2012
25032,COLEGIO POLIVALENTE SEMBRADOR,966,43.0,22.5,5.24,2012
16512,COLEGIO DIEGO THOMPSON,473,21.0,22.5,5.52,2012
26367,ESCUELA BASICA BOSTON COLLEGE DE SAN BERNARDO,1352,60.0,22.5,5.89,2012
1507,ESCUELA ESPECIAL DE ADULTOS CARCEL,293,13.0,22.5,4.09,2012
40371,COLEGIO SAN CARLOS DE LAS CABRAS,315,14.0,22.5,5.98,2012
26033,COLEGIO POLIV. SAN CARLOS DE QUILICURA,1438,64.0,22.5,5.45,2012
9333,ESCUELA PARTIC.ANTONIO BORQUEZ SOLAR,314,14.0,22.4,5.42,2012
24960,ESCUELA BASICA PARTICULAR HORIZONTE 11,426,19.0,22.4,5.64,2012
9946,ESCUELA PARTICULAR LA MONTANA,224,10.0,22.4,6.03,2012
9859,COLEGIO PARTICULAR VILLA JESUS,471,21.0,22.4,5.93,2012
14699,COLEGIO FENIX,515,23.0,22.4,6.01,2012
24767,COLEGIO EL SEMBRADOR ANEXO 2,1232,55.0,22.4,5.58,2012
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,1143,51.0,22.4,5.31,2012
7699,COLEGIO SALESIANO PADRE JOSE FERNANDEZ PEREZ,2391,107.0,22.3,5.54,2012
12696,LICEO TECNICO PROF. DE ADULTOS PUKARA,512,23.0,22.3,5.4,2012
1757,COLEGIO ACONCAGUA,1962,88.0,22.3,5.61,2012
4406,ESCUELA BASICA MULCHEN,646,29.0,22.3,5.77,2012
10081,ESCUELA ESTRELLA DE CHILE,1004,45.0,22.3,5.91,2012
10557,ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ,468,21.0,22.3,5.69,2012
4762,LICEO LA ASUNCION,2674,120.0,22.3,5.42,2012
2442,LICEO TECNICO FELISA CLARA TOLUP ZEIMAN,715,32.0,22.3,5.7,2012
2863,COLEGIO ADVENTISTA DE MOLINA,580,26.0,22.3,5.8,2012
2105,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE,1113,50.0,22.3,5.19,2012
3300,INSTITUTO LINARES,1046,47.0,22.3,6.01,2012
10963,COLEGIO EVANGELICO EJERCITO DE SALVACION CATHERINE BOOTH,623,28.0,22.3,5.55,2012
9906,ESCUELA PARTICULAR INSTITUTO AMERICA,646,29.0,22.3,5.38,2012
10970,LICEO JORGE ALESSANDRI RODRIGUEZ,1317,59.0,22.3,5.18,2012
10750,ESCUELA ROSALINA PESCIO VARGAS,1004,45.0,22.3,5.67,2012
12605,ACADEMIA IQUIQUE HOSPICIO,868,39.0,22.3,6.05,2012
25999,COLEGIO ALICANTE DEL SOL,2745,123.0,22.3,5.57,2012
8649,COLEGIO LORENZO SAZIE,624,28.0,22.3,5.58,2012
11498,COMPLEJO EDUCACIONAL PRINCIPE DE GALES,953,43.0,22.2,5.34,2012
9206,COLEGIO PARTICULAR NUMERO DOS DE NUÃOA,843,38.0,22.2,5.4,2012
9656,ESCUELA PARTICULAR PDTE.JOSE J.PRIETO,1308,59.0,22.2,5.45,2012
12836,COLEGIO RIO LOA,887,40.0,22.2,5.46,2012
8661,ESCUELA PARTICULAR GUILLERMO MATTA,778,35.0,22.2,5.64,2012
24473,COLEGIO TEC.HOTELERIA Y GASTRONOMIA ACHIGA CO,600,27.0,22.2,5.14,2012
4534,LICEO COMERCIAL ENRIQUE OYARZUN MONDACA,1443,65.0,22.2,5.65,2012
14212,SAINT MARY SCHOOL,311,14.0,22.2,5.63,2012
40422,COLEGIO NIRVANA,754,34.0,22.2,5.27,2012
25012,COLEGIO PART.SAN SEBASTIAN DE MELIPILLA,1090,49.0,22.2,5.61,2012
5434,COLEGIO INSTITUTO VICTORIA,998,45.0,22.2,5.74,2012
7701,COLEGIO ARRIARAN BARROS,1020,46.0,22.2,5.79,2012
2782,COLEGIO SAN RAMON NONATO,1462,66.0,22.2,5.99,2012
25367,COLEGIO SANTIAGO,956,43.0,22.2,5.65,2012
31287,ESCUELA DEL CARIÃO RICARDO NAVIA,266,12.0,22.2,4.7,2012
40251,LICEO JUAN XXIII-VILLA ALEMANA,754,34.0,22.2,5.68,2012
24626,COMPLEJO EDUCACIONAL ALBERTO WIDMER,1678,76.0,22.1,5.53,2012
2997,COLEGIO DARIO SALAS,530,24.0,22.1,5.73,2012
9636,ESCUELA PARTICULAR VENANCIA LEIVA,1063,48.0,22.1,5.46,2012
9385,COLEGIO LE MONDE,750,34.0,22.1,5.61,2012
1350,ESC.PARTICULAR MARIA LETELIER DE PRIETO,597,27.0,22.1,5.72,2012
4754,ESCUELA BASICA CERRO SAN FRANCISCO,951,43.0,22.1,5.78,2012
25484,ESC PART. SIGLO XXI DE LAMPA,376,17.0,22.1,6.01,2012
20037,LICEO COMERCIAL DEL DESARROLLO,1083,49.0,22.1,5.13,2012
8505,LICEO POLIVALENTE A-28 EMILIA TORO DE BAL,1082,49.0,22.1,5.54,2012
1484,ESCUELA PARTICULAR INST. SANTA MARIA,332,15.0,22.1,5.75,2012
1619,COLEGIO PARTICULAR JUNIOR SCHOOL 2,686,31.0,22.1,5.33,2012
10685,COLEGIO PART. MARIA ANA MOGAS,884,40.0,22.1,6.1,2012
12603,LICEO LOS CONDORES,1258,57.0,22.1,5.77,2012
12682,ACADEMIA IQUIQUE BULNES,1127,51.0,22.1,5.82,2012
9185,LICEO SALESIANO CAMILO ORTUZAR MONTT,1405,64.0,22.0,5.79,2012
3865,COLEGIO ADVENTISTA DE CHILE,705,32.0,22.0,5.81,2012
10113,ESCUELA ELVIRA SANTA CRUZ OSSA,573,26.0,22.0,5.43,2012
25448,CENTRO EDUC. NINO DIOS DE MALLOCO,1146,52.0,22.0,5.34,2012
9852,ESCUELA PARTICULAR VILLA EL SOL,1124,51.0,22.0,5.79,2012
10757,COLEGIO ALBERTO HURTADO CRUCHAGA,881,40.0,22.0,5.35,2012
20144,ESCUELA PARTICULAR EL MIRADOR,22,1.0,22.0,6.05,2012
4790,COLEGIO MONTANER DE HUALPEN,769,35.0,22.0,6.01,2012
1860,COLEGIO INGLES,904,41.0,22.0,5.63,2012
5494,ESCUELA PARTICULAR PICHI-LONCOYAN,22,1.0,22.0,5.46,2012
9673,ESCUELA PARTICULAR ARTURO MATTE LARRAIN,1033,47.0,22.0,5.43,2012
6329,ESCUELA QUESQUECHAN,22,1.0,22.0,6.1,2012
7405,COLEGIO PARTICULAR ADVENTISTA,286,13.0,22.0,5.88,2012
9308,ESCUELA PARTICULAR UNIDAD DIVINA,550,25.0,22.0,5.55,2012
6835,COLEGIO ADVENTISTA DE VALDIVIA,924,42.0,22.0,5.89,2012
6208,REDUCCIÃN PAINEMIL,22,1.0,22.0,5.91,2012
690,COLEGIO ANTONIO VARAS,814,37.0,22.0,5.59,2012
6741,ESCUELA PARTICULAR EL PROGRESO,22,1.0,22.0,4.96,2012
8329,ESCUELA RURAL CORDILLERA NEVADA,44,2.0,22.0,5.84,2012
2870,ESCUELA LA ISLA,241,11.0,21.9,5.86,2012
22146,COLEGIO ABRAHAM LINCOLN,329,15.0,21.9,5.37,2012
433,COLEGIO ADVENTISTA DE COPIAPO,987,45.0,21.9,5.69,2012
9331,COLEGIO PARTICULAR THE GARDEN SCHOOL,1554,71.0,21.9,5.62,2012
25047,ESCUELA ANTILHUE DE PUDAHUEL,1251,57.0,21.9,5.91,2012
580,COLEGIO GERONIMO RENDIC,1333,61.0,21.9,6.0,2012
5150,LICEO GABRIELA MISTRAL,1184,54.0,21.9,5.9,2012
10455,LICEO SAN GERONIMO,680,31.0,21.9,5.26,2012
6112,COLEGIO DE HUMANIDADES DE VILLARICA,1050,48.0,21.9,5.8,2012
11936,COLEGIO JACQUES COUSTEAU,892,41.0,21.8,5.39,2012
31295,LICEO BICENTENARIO ITALIA,262,12.0,21.8,5.43,2012
9676,ESCUELA PARTICULAR SAN MARCELO,371,17.0,21.8,5.39,2012
10618,INSTITUTO SAN PABLO MISIONERO,1726,79.0,21.8,6.0,2012
2992,COLEGIO INTEGRADO SAN PIO X SECTOR PTE.,1068,49.0,21.8,6.1,2012
25865,SAN IGNACIO COLLEGE,502,23.0,21.8,5.51,2012
24878,CENTRO EDUCACIONAL FERNANDO DE ARAGON,2664,122.0,21.8,5.25,2012
2938,INST.SUP.DE COMERCIO ENRIQUE MALDONADO S,1659,76.0,21.8,5.53,2012
1934,COLEGIO ESPERANZA,916,42.0,21.8,5.82,2012
22014,COLEGIO BAQUEDANO,414,19.0,21.8,5.55,2012
3013,COLEGIO JUAN IGNACIO MOLINA,894,41.0,21.8,5.86,2012
356,ESCUELA PARTICULAR CORAZON DE MARIA,873,40.0,21.8,5.66,2012
25082,COLEGIO POLIVALENTE DE LA PINTANA,917,42.0,21.8,5.45,2012
4307,COLEGIO SAN JOSE,1045,48.0,21.8,5.6,2012
10769,ESC.BASICA PART.BENJAMIN VERGARA,655,30.0,21.8,5.98,2012
9665,CENTRO EDUCACIONAL SANTA ROSA DEL SUR,566,26.0,21.8,5.29,2012
1225,INSTITUTO CHACABUCO,1087,50.0,21.7,5.86,2012
31039,COLEGIO DE ADULTOS ALTAZOL DE SANTIAGO,217,10.0,21.7,5.24,2012
11792,LICEO PARTIC.ALBERTO MAGNO LA FLORIDA,804,37.0,21.7,5.56,2012
279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,2167,100.0,21.7,5.27,2012
12534,LICEO COLEGIO METODISTA ROBERT JOHNSON,1605,74.0,21.7,5.44,2012
2042,INSTITUTO DEL PUERTO DE SAN ANTONIO,954,44.0,21.7,5.76,2012
16417,COLEGIO POLITECNICO SAN JOSE,824,38.0,21.7,5.3,2012
10160,ESCUELA BAS. COLEGIO BAU,652,30.0,21.7,5.49,2012
6041,ESCUELA PARTICULAR LOS RAULIES,65,3.0,21.7,5.82,2012
9799,COMPLEJO EDUC.PART.MONSENOR LUIS A.PEREZ,1779,82.0,21.7,5.41,2012
12588,COLEGIO REINA DEL DESIERTO,369,17.0,21.7,5.35,2012
10488,ESCUELA GENOVEVA MOLL BRIONES,563,26.0,21.7,5.59,2012
25352,COLEGIO POLIV. PATRICIO MEKIS DE PADRE HURTAD,1452,67.0,21.7,5.45,2012
8681,COLEGIO ANGLO MAIPU,1237,57.0,21.7,5.71,2012
9591,LICEO N523,650,30.0,21.7,5.25,2012
8942,ESCUELA PARTICULAR TERESIANA DE SAN JOSE,1103,51.0,21.6,5.7,2012
17829,CENTRO DE ESTUDIO LA ARAUCANA,388,18.0,21.6,5.03,2012
25557,ESC BASICA PART EMILIA GONZALEZ ESPINOZA,388,18.0,21.6,5.79,2012
707,ESCUELA BASICA HELENE LANG,734,34.0,21.6,6.0,2012
12851,COLEGIO PADRE ALBERTO HURTADO,604,28.0,21.6,5.88,2012
25256,ESCUELA BASICA THE FOREST COLLEGE,909,42.0,21.6,5.9,2012
5654,INSTITUTO CLARET,2835,131.0,21.6,5.6,2012
31064,LICEO MASTER SCHOOL,302,14.0,21.6,5.23,2012
11926,ESCUELA BASICA PARTICULAR ROQUER,302,14.0,21.6,5.64,2012
25237,COLEGIO DE ADULTOS GLADYS LAZO,389,18.0,21.6,5.1,2012
2120,ESCUELA MUNICIPAL MINERAL EL TENIENTE,884,41.0,21.6,5.51,2012
11869,CENTRO EDUC. PARTICULAR SAN LUIS,626,29.0,21.6,4.96,2012
24733,COLEGIO SAN ANDRES DE COLINA,1446,67.0,21.6,5.53,2012
26168,COLEGIO POLIVALENTE SAN PEDRO DE QUILICURA,691,32.0,21.6,4.9,2012
22192,COLEGIO CATOLICO BEATO FEDERICO OZANAZ,974,45.0,21.6,5.62,2012
10196,LICEO INDUSTRIAL BENJAMIN DAVILA LARRAIN,819,38.0,21.6,5.13,2012
10014,ESCUELA PARTICULAR ANDRES BELLO,216,10.0,21.6,5.7,2012
20213,COLEGIO PEDRO DE VALDIVIA,431,20.0,21.6,5.75,2012
25725,ESCUELA PART. NAHUEL,668,31.0,21.5,5.78,2012
9519,COLEGIO SANTO CURA DE ARS,880,41.0,21.5,5.76,2012
40414,CENTRO EDUC.DE INTEGRAC.DE ADULTOS NEWEN,129,6.0,21.5,5.26,2012
6644,LICEO SAN FCO DE ASIS DE NVA IMPERIAL,989,46.0,21.5,5.8,2012
2165,ESCUELA PARTICULAR NINO JESUS DE PRAGA,775,36.0,21.5,5.63,2012
11265,COLEGIO ENA BELLEMANS MONTTI,1593,74.0,21.5,5.52,2012
12655,COLEGIO SAN PEDRO,818,38.0,21.5,5.41,2012
26025,COLEGIO SANTA BARBARA COLLEGE,429,20.0,21.5,5.59,2012
17838,COLEGIO TECNOLOGICO DARIO SALAS,1400,65.0,21.5,5.59,2012
25027,COLEGIO POLIV. NUEVA NAZARET,668,31.0,21.5,5.62,2012
4536,LICEO COMERCIAL FEMENINO DE CONCEPCION,1077,50.0,21.5,5.55,2012
350,ESCUELA PARTICULAR LIDIA MORENO,581,27.0,21.5,6.06,2012
40295,COLEGIO MAHATMA GANDHI,754,35.0,21.5,5.28,2012
16569,COLEGIO LOS HEROES,257,12.0,21.4,5.28,2012
16444,COLEGIO EDUARDO MARTIN ABEJON,578,27.0,21.4,5.4,2012
8674,ESCUELA PARTICULAR SAN LAZARO,343,16.0,21.4,5.66,2012
25885,COLEGIO INTERCULTURAL TREMEMN,900,42.0,21.4,5.72,2012
10042,ESCUELA PARTICULAR ELVIRA HURTADO DE M.,1070,50.0,21.4,5.68,2012
15502,INSTITUTO MONSENOR LECAROS,493,23.0,21.4,5.46,2012
11203,COLEGIO PARTICULAR CLAUDIO GAY,278,13.0,21.4,6.11,2012
10962,COLEGIO JUAN PABLO II,1221,57.0,21.4,5.7,2012
9844,COLEGIO EL ALMENDRO,792,37.0,21.4,5.42,2012
220,LICEO AMERICA,1007,47.0,21.4,5.45,2012
291,ESCUELA PADRE GUSTAVO LE PAIGE WALQUE,1112,52.0,21.4,5.72,2012
5717,ESCUELA PARTICULAR CLAUDIO MATTE,492,23.0,21.4,5.39,2012
1206,C.E.I.A  DR. OSVALDO ROJAS GONZALEZ,705,33.0,21.4,5.38,2012
2454,SAN FERNANDO COLLEGE,1239,58.0,21.4,5.84,2012
12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,836,39.0,21.4,5.07,2012
10595,ESCUELA BASICA PARTICULAR ROBERTO LORCA,449,21.0,21.4,6.03,2012
25829,COLEGIO PART. SAN ADRIAN DE QUILICURA,874,41.0,21.3,5.91,2012
4162,LICEO COM.DIEGO PORTALES PALAZUELO,1323,62.0,21.3,5.32,2012
9647,LICEO SAN FRANCISCO,1365,64.0,21.3,5.52,2012
26219,CENTRO EDUC. GOYENECHEA,553,26.0,21.3,5.1,2012
8780,ESCUELA MANUEL MONTT,277,13.0,21.3,5.38,2012
4641,COLEGIO PARTICULAR ALBORADA,576,27.0,21.3,5.68,2012
25591,LICEO TECNICO PROFESIONAL DE BUIN,809,38.0,21.3,5.45,2012
24898,COLEGIO SAN FRANCISCO MISIONERO,404,19.0,21.3,5.28,2012
8492,LICEO MANUEL BARROS BORGONO,1510,71.0,21.3,5.38,2012
11034,LICEO JORGE ALESSANDRI RODRIGUEZ,638,30.0,21.3,4.9,2012
5782,ESCUELA PARTICULAR SIGLO XXI,511,24.0,21.3,5.83,2012
9284,ESCUELA ELSA SANTIBANEZ,617,29.0,21.3,5.68,2012
2942,ESCUELA JUAN LUIS SANFUENTES,1065,50.0,21.3,5.47,2012
8611,COLEGIO NUESTRA SENORA DE ANDACOLLO,981,46.0,21.3,5.84,2012
10475,ESCUELA GABRIELA,704,33.0,21.3,5.33,2012
15809,OLIVAR COLLEGE,469,22.0,21.3,5.47,2012
11942,COLEGIO ABERSAN,490,23.0,21.3,5.73,2012
15643,INSTITUTO CRISTIANO EDUMASTER COLLEGE,383,18.0,21.3,5.24,2012
13442,COLEGIO SANTA FAMILIA,1022,48.0,21.3,5.72,2012
67,ABRAHAM LINCOLN SCHOOL,553,26.0,21.3,6.12,2012
7006,LICEO SAN CONRADO DE FUTRONO,596,28.0,21.3,5.42,2012
10830,COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC,935,44.0,21.3,5.4,2012
7627,LICEO DE HOMBRES MANUEL MONTT,916,43.0,21.3,5.64,2012
8592,LICEO JOSE MIGUEL INFANTE,960,45.0,21.3,5.94,2012
10479,COLEGIO ESTELA SEGURA,701,33.0,21.2,5.65,2012
7826,COLEGIO SAN MIGUEL,912,43.0,21.2,5.79,2012
25016,ESC.BASICA SAN MARCELO  ANEXO,381,18.0,21.2,5.67,2012
4973,INST. DE HUM.SAN FRANCISCO DE ASIS,550,26.0,21.2,5.76,2012
8680,COLEGIO ADVENTISTA PORVENIR,700,33.0,21.2,5.74,2012
9472,LICEO POLITECNICO SAN LUIS,1570,74.0,21.2,5.31,2012
7743,COLEGIO FELMER NIKLITSCHEK,1272,60.0,21.2,5.55,2012
8491,LICEO DE APLICACION RECTOR JORGE E SCHNE,2057,97.0,21.2,5.3,2012
22483,CENTRO EDUCACIONAL ALTAMIRA,615,29.0,21.2,5.83,2012
2259,COLEGIO PARTICULAR ARTURO PRAT,764,36.0,21.2,5.5,2012
10713,COLEGIO NINO JESUS,846,40.0,21.2,5.64,2012
25593,MARY ANNE SCHOOL DE QUILICURA,611,29.0,21.1,5.64,2012
3641,INSTITUTO INDUSTRIAL SUPERIOR DE CHILLAN,1013,48.0,21.1,5.57,2012
26269,COLEGIO ALTO DEL VALLE,928,44.0,21.1,5.57,2012
11993,ESCUELA BASICA JUAN PABLO DUARTE,969,46.0,21.1,5.68,2012
24455,COLEGIO EL SEMBRADOR ANEXO 1,379,18.0,21.1,6.07,2012
9669,COLEGIO NUESTRO MUNDO,295,14.0,21.1,5.47,2012
10245,ESCUELA PARTICULAR CANADA,611,29.0,21.1,5.52,2012
12945,ESCUELA ECOLOGICA PADRE HURTADO,740,35.0,21.1,5.81,2012
25157,ESC. BAS. PARTICULAR 1650 MIRAVALLE,737,35.0,21.1,5.56,2012
335,COLEGIO EVANGELICO JOSE LANCASTER,421,20.0,21.1,5.03,2012
10159,ESCUELA PARTICULAR ROBERT KENNEDY,253,12.0,21.1,5.27,2012
12076,ESCUELA PARTICULAR SAN GUILLERMO,1056,50.0,21.1,5.61,2012
25462,COLEGIO ALTO GABRIELA,632,30.0,21.1,5.45,2012
3163,INSTITUTO POLITECNICO SUPERIOR EGIDIO ROZ,697,33.0,21.1,5.17,2012
8656,INST.COMERCIAL L.BERNARDO O'HIGGINS,548,26.0,21.1,5.18,2012
9892,ESCUELA LAS AMERICAS,717,34.0,21.1,5.81,2012
2422,LICEO FRANCISCO ANTONIO ENCINA ARMANET,652,31.0,21.0,5.16,2012
13608,COLEGIO GOLDEN HIND SCHOOL,357,17.0,21.0,5.65,2012
6228,ESCUELA RIO TOLTEN,21,1.0,21.0,4.85,2012
6492,ESCUELA PARTICULAR DAGOBERTO GODOY,21,1.0,21.0,5.46,2012
6944,ESCUELA RURAL USTARITZ,42,2.0,21.0,6.21,2012
